"","isSpam","isRe","underscore","priority","isInReplyTo","sortedRec","subPunc","multipartText","hasImages","isPGPsigned","subSpamWords","noHost","numEnd","isYelling","isOrigMsg","isDear","isWrote","numLines","bodyCharCt","subExcCt","subQuesCt","numAtt","numRec","perCaps","hour","perHTML","subBlanks","forwards","avgWordLen","numDlr"
"./Unit6//messages/easy_ham29","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",33,1267,0,0,0,1,6.42857142857143,18,0,16.2162162162162,0,4.10041841004184,0
"./Unit6//messages/easy_ham30","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",11,324,0,0,0,3,6.09756097560976,19,0,9.09090909090909,0,4.1,0
"./Unit6//messages/easy_ham31","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",22,522,0,0,0,3,4.63917525773196,19,0,9.09090909090909,54.5454545454545,4.04166666666667,0
"./Unit6//messages/easy_ham32","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",38,1713,0,0,0,1,7.43609604957397,12,0,8,0,4.81716417910448,0
"./Unit6//messages/easy_ham33","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",74,2836,0,0,0,1,5.19031141868512,19,0,13.4615384615385,75.6756756756757,4.25894736842105,0
"./Unit6//messages/easy_ham34","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",10,358,0,0,0,1,1.41342756183746,20,0,14.2857142857143,0,4.22388059701493,0
"./Unit6//messages/easy_ham35","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",20,898,0,0,0,1,6.80272108843537,20,0,0,0,4.78048780487805,0
"./Unit6//messages/easy_ham36","F","T","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F",18,336,0,0,0,1,5.12820512820513,21,0,2.4390243902439,0,4.97872340425532,0
"./Unit6//messages/easy_ham37","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",15,264,0,0,0,1,6.03015075376884,21,0,13.6363636363636,6.66666666666667,4.52272727272727,0
"./Unit6//messages/easy_ham38","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",29,717,0,0,0,1,3.78006872852234,21,0,12,0,4.89075630252101,0
"./Unit6//messages/easy_ham39","F","T","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F",33,906,0,0,0,1,7.03363914373089,21,0,15.3846153846154,12.1212121212121,4.19230769230769,0
"./Unit6//messages/easy_ham40","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",62,2713,0,0,0,1,4.8153342683497,22,0,5.88235294117647,4.83870967741935,4.62987012987013,0
"./Unit6//messages/easy_ham41","F","F","F","F","T","T","F","F","F","F","F","F","F","F","T","F","F",62,1895,0,0,0,1,6.11828687967369,22,0,17.0731707317073,0,4.26376811594203,0
"./Unit6//messages/easy_ham42","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",44,1502,0,0,0,2,5.02846299810247,23,0,13.7931034482759,40.9090909090909,4.31967213114754,0
"./Unit6//messages/easy_ham43","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",32,1095,0,0,0,0,5.09090909090909,13,0,18.9189189189189,3.125,4.71428571428571,0
"./Unit6//messages/easy_ham44","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",30,1034,0,0,0,1,5.02450980392157,0,0,5.88235294117647,46.6666666666667,4.53333333333333,0
"./Unit6//messages/easy_ham45","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",16,542,0,0,0,1,3.43915343915344,1,0,19.047619047619,12.5,4.2,0
"./Unit6//messages/easy_ham46","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",9,340,0,0,0,1,3.87596899224806,1,0,5.88235294117647,33.3333333333333,4.60714285714286,0
"./Unit6//messages/easy_ham47","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",106,2251,0,0,0,1,10.5633802816901,7,0,17.0731707317073,2.83018867924528,5.02250803858521,0
"./Unit6//messages/easy_ham48","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",30,1137,0,0,0,1,7.03653585926928,8,0,5.88235294117647,66.6666666666667,4.73717948717949,0
"./Unit6//messages/easy_ham49","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,845,0,0,0,1,3.9453717754173,8,0,5.88235294117647,26.0869565217391,4.27922077922078,0
"./Unit6//messages/easy_ham50","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",5,117,0,0,0,3,6.17283950617284,10,0,17.3913043478261,0,3.375,0
"./Unit6//messages/easy_ham51","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",37,1049,0,0,0,1,4.625,15,0,13.3333333333333,37.8378378378378,4.21052631578947,0
"./Unit6//messages/easy_ham52","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",25,1143,0,0,0,2,4.46927374301676,15,0,13.6363636363636,4,4.78609625668449,0
"./Unit6//messages/easy_ham53","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",21,522,0,0,0,1,10.6217616580311,15,0,6.89655172413793,14.2857142857143,4.02083333333333,0
"./Unit6//messages/easy_ham54","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",40,1257,0,0,0,1,2.61723009814613,13,0,10,15,4.05752212389381,0
"./Unit6//messages/easy_ham55","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",99,4502,0,1,0,1,3.47365322343244,15,0,15.625,27.2727272727273,4.3,1
"./Unit6//messages/easy_ham56","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",12,305,0,0,0,1,3.7037037037037,15,0,18.3673469387755,0,4.58490566037736,0
"./Unit6//messages/easy_ham57","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",45,1151,0,0,0,2,28.47533632287,15,0,18.8679245283019,0,4.82162162162162,2
"./Unit6//messages/easy_ham58","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",27,858,0,0,0,1,4.10958904109589,15,0,11.1111111111111,37.037037037037,4.26277372262774,0
"./Unit6//messages/easy_ham59","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",21,700,0,0,0,1,3.3203125,15,0,13.3333333333333,0,4.33898305084746,0
"./Unit6//messages/easy_ham60","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",10,228,0,0,0,1,1.33333333333333,16,0,20,0,5,0
"./Unit6//messages/easy_ham61","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",27,592,0,0,0,2,10.9042553191489,17,0,12.5,7.40740740740741,4.75949367088608,0
"./Unit6//messages/easy_ham62","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",32,1207,0,0,0,1,4.09429280397022,17,0,13.3333333333333,0,4.65895953757225,0
"./Unit6//messages/easy_ham63","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,951,0,1,0,1,4.18535127055306,21,0,16.6666666666667,0,4.64583333333333,0
"./Unit6//messages/easy_ham64","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",34,1052,0,1,0,1,4.3656207366985,0,0,17.0212765957447,17.6470588235294,4.46951219512195,0
"./Unit6//messages/easy_ham65","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",31,1021,0,0,0,1,6.11664295874822,13,0,15.2173913043478,6.45161290322581,4.23493975903614,0
"./Unit6//messages/easy_ham66","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,595,0,0,0,1,5.0131926121372,2,0,11.4285714285714,0,4.51190476190476,0
"./Unit6//messages/easy_ham67","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",62,2696,0,1,0,3,8.91038696537678,13,0,17.0212765957447,20.9677419354839,4.31648351648352,0
"./Unit6//messages/easy_ham68","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F",36,895,0,0,1,1,10.0591715976331,15,0,15.3846153846154,0,4.44736842105263,0
"./Unit6//messages/easy_ham69","F","T","F","F","T","T","F","T","F","F","F","F","F","F","F","F","F",65,1335,0,0,1,1,10.8858057630736,15,0,17.6470588235294,40,4.16444444444444,0
"./Unit6//messages/easy_ham70","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",280,16164,0,0,0,1,11.103475358335,15,0,10.5263157894737,2.5,4.6384335154827,0
"./Unit6//messages/easy_ham71","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",13,132,0,0,0,1,0,15,0,16.6666666666667,0,3.18181818181818,0
"./Unit6//messages/easy_ham72","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",28,689,0,0,0,1,10.4166666666667,15,0,17.6470588235294,0,4.57142857142857,0
"./Unit6//messages/easy_ham73","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F",61,2277,1,0,2,1,3.80116959064327,16,0,15.7894736842105,0,4.78991596638655,0
"./Unit6//messages/easy_ham74","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",102,4408,0,0,0,2,2.51593425025159,17,0,13.75,0,4.43601190476191,0
"./Unit6//messages/easy_ham75","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",46,1382,0,0,0,1,21.9934994582882,2,0,11.5384615384615,0,4.66161616161616,0
"./Unit6//messages/easy_ham76","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",25,718,0,0,0,1,7.62527233115468,13,0,15.2173913043478,12,3.95689655172414,0
"./Unit6//messages/easy_ham77","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",83,2781,0,0,0,2,4.08457472369053,21,0,19.047619047619,10.8433734939759,5.02657004830918,0
"./Unit6//messages/easy_ham78","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",18,345,0,0,0,2,5.26315789473684,15,0,5.88235294117647,0,4.29032258064516,0
"./Unit6//messages/easy_ham79","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",25,727,0,0,0,1,2.59965337954939,20,0,19.047619047619,16,4.43846153846154,0
"./Unit6//messages/easy_ham80","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F",30,941,0,0,0,2,2.50347705146036,20,0,19.047619047619,26.6666666666667,3.90760869565217,0
"./Unit6//messages/easy_ham81","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",69,3591,0,0,0,2,5.21949533356378,22,0,20.8333333333333,1.44927536231884,4.49223602484472,0
"./Unit6//messages/easy_ham82","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",14,327,0,0,0,1,1.93798449612403,20,0,19.047619047619,28.5714285714286,4.86792452830189,0
"./Unit6//messages/easy_ham83","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",11,193,0,0,0,2,10.9375,23,0,20.5882352941177,0,4,0
"./Unit6//messages/easy_ham84","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",84,3883,0,0,0,2,2.1759697256386,23,0,14.5833333333333,0,5.189852700491,2
"./Unit6//messages/easy_ham85","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",28,1014,0,0,0,2,3.68956743002545,8,0,15.3846153846154,21.4285714285714,4.39106145251397,0
"./Unit6//messages/easy_ham86","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",14,331,0,0,0,3,4.36507936507936,1,0,17.3913043478261,21.4285714285714,4.3448275862069,0
"./Unit6//messages/easy_ham87","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",38,1288,0,0,0,1,6.3437139561707,13,0,17.0212765957447,0,4.05140186915888,0
"./Unit6//messages/easy_ham88","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",22,614,0,0,0,1,6.60592255125285,1,0,15.3846153846154,0,3.75213675213675,0
"./Unit6//messages/easy_ham89","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",42,1865,0,0,0,2,5.37102473498233,2,0,17.3913043478261,35.7142857142857,4.22388059701493,0
"./Unit6//messages/easy_ham90","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",8,247,0,0,0,1,5.40540540540541,3,0,17.3913043478261,37.5,3.93617021276596,0
"./Unit6//messages/easy_ham91","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",18,711,0,0,0,1,3.47490347490348,6,0,17.3913043478261,11.1111111111111,4.66666666666667,0
"./Unit6//messages/easy_ham92","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",26,605,0,1,0,1,6.34005763688761,7,0,14.8148148148148,53.8461538461538,3.98850574712644,0
"./Unit6//messages/easy_ham93","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",32,1143,0,0,0,2,4.66439135381115,7,0,17.3913043478261,37.5,4.50769230769231,0
"./Unit6//messages/easy_ham94","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",21,290,0,1,0,1,8.9622641509434,9,0,16.3636363636364,0,5.72972972972973,0
"./Unit6//messages/easy_ham95","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",127,4674,0,0,0,1,4.0590405904059,9,0,17.3913043478261,22.8346456692913,4.2565445026178,0
"./Unit6//messages/easy_ham96","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",26,1115,0,0,0,1,9.64812712826334,10,0,8,0,4.15566037735849,0
"./Unit6//messages/easy_ham97","F","F","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F",37,1637,0,0,0,1,2.55831452219714,10,0,14.2857142857143,0,4.58275862068966,0
"./Unit6//messages/easy_ham98","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",39,1182,0,0,0,1,6.61764705882353,14,0,15.2173913043478,12.8205128205128,4.03960396039604,0
"./Unit6//messages/easy_ham99","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",30,982,0,0,0,1,6.72703751617076,10,0,14.7058823529412,0,4.39204545454545,0
"./Unit6//messages/easy_ham100","F","F","F","F","T","T","F","F","F","F","F","F","F","F","T","F","F",53,1559,0,0,0,2,7.67241379310345,10,0,15.7894736842105,77.3584905660377,4.42748091603053,0
"./Unit6//messages/easy_ham101","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",23,511,0,0,0,1,3.8265306122449,10,0,11.7647058823529,52.1739130434783,4.83950617283951,0
"./Unit6//messages/easy_ham102","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",27,1023,0,0,0,1,8.17438692098093,10,0,15.7894736842105,33.3333333333333,4.42168674698795,0
"./Unit6//messages/easy_ham103","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T",44,1378,0,0,0,2,25.0467289719626,11,0,13.1578947368421,0,4.9537037037037,0
"./Unit6//messages/easy_ham104","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",21,454,0,0,0,1,4.48179271708683,11,0,13.1578947368421,4.76190476190476,4.57692307692308,0
"./Unit6//messages/easy_ham105","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",54,1660,0,0,0,2,16.5841584158416,11,0,15.7894736842105,37.037037037037,4.53932584269663,0
"./Unit6//messages/easy_ham106","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",17,439,0,0,0,1,7.14285714285714,11,0,11.7647058823529,0,4.8,0
"./Unit6//messages/easy_ham107","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",64,2496,0,0,0,1,6.20114643043252,12,0,17.5,0,4.94587628865979,0
"./Unit6//messages/easy_ham108","F","F","F","F","F","T","F","F","F","F","F","F","T","F","T","F","F",36,1047,0,0,0,1,11.3907284768212,14,0,14.2857142857143,8.33333333333333,4.26553672316384,0
"./Unit6//messages/easy_ham109","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",126,5989,0,0,0,1,3.16136114160263,14,0,6.25,0,4.40522243713733,0
"./Unit6//messages/easy_ham110","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F",20,726,0,1,0,1,0.910746812386157,14,0,14.8148148148148,0,4.12781954887218,0
"./Unit6//messages/easy_ham111","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",39,1125,0,0,0,2,5.7001239157373,17,0,14.2857142857143,48.7179487179487,4.22513089005236,0
"./Unit6//messages/easy_ham112","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",19,489,0,0,0,2,7.14285714285714,19,0,10.3448275862069,10.5263157894737,4.23684210526316,0
"./Unit6//messages/easy_ham113","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",36,1118,0,1,0,1,3.96732788798133,8,0,13.7254901960784,52.7777777777778,4.51052631578947,0
"./Unit6//messages/easy_ham114","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",31,1266,0,0,0,1,3.8961038961039,8,0,11.1111111111111,0,4.42920353982301,0
"./Unit6//messages/easy_ham115","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",34,1081,0,0,0,1,3.93401015228426,8,0,11.1111111111111,38.2352941176471,4.50285714285714,0
"./Unit6//messages/easy_ham116","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",24,675,0,0,0,1,3.88349514563107,8,0,11.1111111111111,33.3333333333333,4.4017094017094,0
"./Unit6//messages/easy_ham117","F","T","F","F","T","T","F","F","F","F","T","F","F","F","F","F","F",41,1528,0,0,0,1,3.60134003350084,8,0,12.5,60.9756097560976,4.73809523809524,1
"./Unit6//messages/easy_ham118","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",28,849,0,1,0,1,3.53982300884956,9,0,13.1147540983607,0,4.10909090909091,0
"./Unit6//messages/easy_ham119","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",62,2054,0,1,0,2,4.3509272467903,9,0,13.8461538461538,75.8064516129032,4.31384615384615,0
"./Unit6//messages/easy_ham120","F","T","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F",36,932,0,0,1,2,8.7893864013267,14,0,12.5,25,4.21678321678322,0
"./Unit6//messages/easy_ham121","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",19,610,0,0,0,2,6.43153526970954,9,0,14.7058823529412,0,4.19130434782609,0
"./Unit6//messages/easy_ham122","F","T","F","F","T","T","F","F","F","F","T","F","F","F","F","F","T",27,1028,0,0,0,1,4.20918367346939,9,0,12.5,29.6296296296296,4.40449438202247,3
"./Unit6//messages/easy_ham123","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","F",42,1221,0,0,0,1,6.44468313641246,9,0,14.5833333333333,42.8571428571429,4.51941747572816,0
"./Unit6//messages/easy_ham124","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",42,1618,0,0,0,2,3.3469387755102,10,0,14.7058823529412,42.8571428571429,4.06976744186047,0
"./Unit6//messages/easy_ham125","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",36,1030,0,0,0,1,8.57580398162328,11,0,7.69230769230769,16.6666666666667,4.53472222222222,0
"./Unit6//messages/easy_ham126","F","T","F","F","F","T","F","F","F","F","F","F","F","F","T","F","T",58,1416,0,0,0,1,8.68131868131868,11,0,9.30232558139535,55.1724137931034,4.81481481481481,0
"./Unit6//messages/easy_ham127","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",27,735,0,0,0,1,10.4602510460251,12,0,12.5,0,4.30630630630631,0
"./Unit6//messages/easy_ham128","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",44,1782,0,0,0,1,6.23076923076923,12,0,16.3265306122449,0,4.49826989619377,0
"./Unit6//messages/easy_ham129","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T",55,1315,0,0,0,1,8.30367734282325,12,0,9.30232558139535,58.1818181818182,4.58152173913043,0
"./Unit6//messages/easy_ham130","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",38,1544,0,0,0,1,5.92334494773519,12,0,12,0,4.76348547717842,0
"./Unit6//messages/easy_ham131","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",19,848,0,0,0,1,5.56464811783961,14,0,11.1111111111111,0,4.84920634920635,0
"./Unit6//messages/easy_ham132","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",24,810,0,0,0,1,6.94183864915572,15,0,6.89655172413793,8.33333333333333,4.03787878787879,0
"./Unit6//messages/easy_ham133","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",23,770,0,0,0,1,8.36575875486381,16,0,12.5,13.0434782608696,4.63063063063063,0
"./Unit6//messages/easy_ham134","F","T","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",46,1142,3,0,0,1,7.68211920529801,21,0,13.7254901960784,32.6086956521739,4.17127071823204,0
"./Unit6//messages/easy_ham135","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",33,777,3,0,0,1,8.08080808080808,21,0,13.7254901960784,21.2121212121212,4.125,1
"./Unit6//messages/easy_ham136","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",33,858,0,0,0,1,11.4545454545455,21,0,8.33333333333334,0,4.54545454545455,0
"./Unit6//messages/easy_ham137","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",38,1107,0,0,0,1,5.95399188092016,22,0,11.3636363636364,0,4.39880952380952,0
"./Unit6//messages/easy_ham138","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F",39,1172,0,0,0,1,6.65873959571938,22,0,10,0,4.64640883977901,0
"./Unit6//messages/easy_ham139","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",21,455,3,0,0,1,12.2047244094488,22,0,13.7254901960784,9.52380952380952,4.09677419354839,0
"./Unit6//messages/easy_ham140","F","F","F","F","T","T","F","F","F","F","F","F","F","F","T","F","F",73,2511,0,0,0,2,2.89079229122056,1,0,14.2857142857143,35.6164383561644,4.13274336283186,7
"./Unit6//messages/easy_ham141","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",28,727,0,0,0,1,5.50660792951542,2,0,11.4285714285714,0,4.54,0
